"Name","mmax","Mmax","R.A.","Dec.","z","Type"
"PTF12eac","19.4","-18.6","16:53:22.58","+36:16:23.3","0.088","Ia"
"PTF12eaj","19.4","-19","16:56:56.13","+38:45:18.6","0.1","Ia"
"PTF12ebv","19.4","-19.5","12:32:23.91","+33:51:49.2","0.132","Ia"
"PTF12ecj","18.9","-18.305","13:57:38.79","+36:20:03.6","0.061429","Ia"
"PTF12eck","20.3","-19.2","12:33:45.53","+36:07:30.1","0.17","Ia"
"PTF12ecm","19","-18.38","15:56:21.31","+36:32:13.8","0.0664","Ia"
"PTF12ecr","19.1","-18.4","14:35:46.52","+45:11:19.7","0.069","Ia"
"PTF12edl","19.1","-19","14:54:20.12","+49:35:18.5","0.09","Ia"
"PTF12eer","19.4","-17.96","12:51:32.50","+40:26:40.8","0.0658","Ia"
"PTF12efl","20.5","-18.7","14:52:37.02","+31:04:14.6","0.15","Ia"
"PTF12efn","20.7","-16.5","12:24:06.40","+53:42:20.2","0.061","Ia"
"PTF12egm","19.9","-18.399","11:53:41.88","+47:17:42.9","0.1008","Ia"
"PTF12ejf","19.6","-19.9","13:42:33.13","+32:52:41.8","0.17","Ia"
"PTF12ejg","20.2","-19","14:26:46.90","+38:58:15.1","0.15","Ia"
"PTF12ekl","19.4","-19.3","12:51:49.78","+44:24:01.4","0.12","Ia"
"PTF12elj","20.5","","12:58:19.90","+44:40:30.3","","Ia"
"PTF12emh","18.1","-18.53","14:56:02.88","+36:14:35.5","0.0473","Ia"
"PTF12emv","19.9","-18.33","16:38:05.89","+32:00:40.9","0.0975","Ia"
"PTF12enh","20.1","-18.9","12:56:54.97","+36:14:52.2","0.138","Ia"
"PTF12eof","20.3","-18.11","14:08:08.77","+31:54:53.0","0.106","Ia"
"PTF12epf","19.7","-18","13:50:00.66","+33:15:21.9","0.08","Ia"
"PTF12eph","19.8","-18.61","15:01:13.48","+47:33:38.6","0.106","Ia"
"PTF12esv","18.6","-17.2","16:23:56.92","+37:19:25.3","0.033","Ia"
"PTF12etn","20.5","-18","13:02:15.91","+36:17:19.4","0.1","Ia"
"PTF12eut","20.2","-17.8","16:00:02.31","+33:03:54.9","0.089","Ia"
"PTF12evo","20.3","-17","11:57:38.06","+37:26:49.8","0.065","Ia"
"PTF12ewk","18","-17.9","16:28:57.87","+39:19:11.0","0.034","Ia"
"PTF12exf","20.1","-18.86","13:53:24.77","+31:48:22.4","0.136","Ia"
"PTF12fir","20.4","-18.52","16:09:30.43","+15:47:07.0","0.1333","Ia"
"PTF12fjx","20.1","-16.3","16:04:16.95","+47:18:09.7","0.042","Ia"
"PTF12fkj","19.2","-18.1","16:44:40.06","+12:14:50.6","0.064","Ia"
"PTF12fkk","18.7","-18.3","14:43:31.48","+10:20:52.9","0.056","Ia"
"PTF12fll","20","-18.7","14:33:41.19","+07:09:21.5","0.12","Ia"
"PTF12fls","19.3","-19.134","16:00:21.35","+22:50:34.5","0.1071","Ia"
"PTF12for","17.8","-19","22:20:19.54","+41:40:38.0","0.06","Ia"
"PTF12fuu","19.2","-16.8","15:04:40.39","+06:04:21.0","0.035","Ia"
"PTF12fxd","19.5","-19.17","16:25:34.41","+33:43:05.7","0.119","Ia"
"PTF12fxn","19.4","-17.37","14:47:03.23","+09:39:25.9","0.0503","Ia"
"PTF12fzf","17.8","-18","02:51:34.53","+40:44:04.0","0.03","Ia"
"PTF12gaw","19.5","-19.097","15:01:59.80","+17:46:34.3","0.1153","Ia"
"PTF12gax","19.4","-19.41","16:45:04.61","+12:11:30.3","0.127","Ia"
"PTF12gaz","19.5","-18","15:37:39.90","+06:36:58.0","0.071","Ia"
"PTF12gba","20.4","-19.1","15:04:50.37","+11:40:37.4","0.17","Ia"
"PTF12gbr","19.5","-19.8","16:24:37.60","+09:19:12.5","0.16","Ia"
"PTF12gco","20.1","-19.1","15:00:07.28","+09:49:13.5","0.15","Ia"
"PTF12gix","19.4","-19.1","00:47:03.47","+41:30:07.7","0.11","Ia"
"PTF12gmq","18.7","-19.611","16:10:31.57","+36:17:30.1","0.10134","Ia"
"PTF12gmu","20.1","-18.49","15:54:53.05","+31:59:18.6","0.115","Ia"
"PTF12gmv","17.7","-19.23","02:45:01.44","-00:43:48.5","0.0543","Ia"
"PTF12gmy","19.1","-19.2","15:04:55.72","+03:29:14.0","0.101","Ia"
"PTF12gqh","18.5","-18.3","00:28:47.88","+03:29:12.4","0.051","Ia"
"PTF12gqk","20.4","-19.2","15:14:54.58","+24:50:17.0","0.18","Ia"
"PTF12gqy","19.5","-18.7","15:24:15.81","+11:16:35.5","0.097","Ia"
"PTF12grb","19.9","-19.076","15:55:34.25","+18:44:32.9","0.1367","Ia"
"PTF12grk","20","-17.42","01:36:35.52","+34:01:58.2","0.0677","Ia"
"PTF12grm","20.6","-17.99","15:30:52.61","+15:43:25.2","0.115","Ia"
"PTF12gsz","20.7","-17.4","16:10:19.39","+17:26:56.9","0.091","Ia"
"PTF12gtf","18.6","-19","20:49:29.44","+10:34:58.1","0.06","Ia"
"PTF12gui","19.3","-18.8","15:50:07.07","+35:10:47.6","0.091","Ia"
"PTF12guy","19.7","-19.39","16:48:15.34","+30:25:50.6","0.144","Ia"
"PTF12gvd","19.8","-18.9","03:04:29.95","+34:55:15.0","0.12","Ia"
"PTF12gvq","19.8","-16.6","04:09:59.19","+28:00:39.2","0.042","Ia"
"PTF12gwj","20","-19.2","15:18:50.18","+11:40:32.1","0.15","Ia"
"PTF12gxc","19.8","-17.9","15:11:52.57","+06:09:47.1","0.077","Ia"
"PTF12gxk","20.1","-19.1","16:44:53.44","+29:44:38.5","0.15","Ia"
"PTF12gyr","20.3","-18.11","17:11:53.57","+27:37:10.2","0.106","Ia"
"PTF12gzt","20.3","-18.9","16:04:16.74","+36:22:47.7","0.15","Ia"
"PTF12hdb","20.2","-18.5","21:33:54.02","+00:08:57.4","0.121","Ia"
"PTF12hdq","18.9","-18.46","15:58:39.33","+05:15:58.4","0.0658","Ia"
"PTF12hmx","18.8","-19.12","22:47:09.01","+00:10:28.0","0.0851","Ia"
"PTF12hnl","17.9","-18.8","07:23:11.17","+73:20:19.9","0.048","Ia"
"PTF12hod","18.5","-18.9","07:18:39.63","+72:11:16.5","0.067","Ia"
"PTF12hwb","20.4","-16.6","22:33:33.53","-01:09:45.3","0.056","Ia"
"PTF12hws","21.1","-17.8","00:46:21.86,00:46:21.28","+01:07:24.9,+01:07:20.6","0.13","Ia"
"PTF12ibd","19.8","-18.939","00:39:02.59","+00:46:25.4","0.1229","Ia"
"PTF12ie","20.2","-19.106","08:39:26.26","+13:57:29.4","0.1585","Ia"
"PTF12igp","19.8","-19.7","23:57:21.78","-07:25:38.8","0.17","Ia"
"PTF12igw","20.2","-18.73","00:33:59.85","-06:18:33.7","0.134","Ia"
"PTF12iiq","19.3","-16.27","02:50:07.76","-00:15:54.4","0.0291","Ia"
"PTF12ikt","18.4","-18.1298","01:14:43.13","+00:17:07.1","0.045185","Ia"
"PTF12ilb","18.2","-19.5","23:56:02.04","+14:29:59.2","0.078","Ia"
"PTF12irx","21.1","-17.69","00:55:57.16","+41:37:30.4","0.126","Ia"
"PTF12ivi","20.7","-18.6","00:50:16.23","-00:13:38.0","0.16","Ia"
"PTF12ixq","20.4","-18.3","02:52:16.01","+00:31:33.7","0.12","Ia"
"PTF12izc","20.1","-18","23:43:34.37","+00:34:07.2","0.08","Ia"
"PTF12jb","18.3","-20.29","23:46:09.37","+03:17:34.1","0.115","Ia"
"PTF12lc","18.8","-18.5","07:44:32.88","+39:11:54.3","0.063","Ia"
"PTF12lz","19.2","-18","01:37:16.90","+30:07:14.3","0.07","Ia"
"PTF12ml","19.1","-19.47","01:34:00.77","-00:00:46.9","0.114","Ia"
"PTF12ms","19.3","-19.286","02:43:51.56","+00:35:57.4","0.1147","Ia"
"PTF12rz","19.9","-18.73","01:52:08.36","+35:39:56.4","0.117","Ia"
"PTF12sz","19.5","-19","12:26:51.72","+05:15:57.5","0.11","Ia"
"PTF12ta","19","-16","12:35:02.53","+08:32:38.7","0.02","Ia"
"PTF12tc","18.2","-19.6","01:41:47.08","+06:22:01.2","0.082","Ia"
"PTF12tr","19.5","-18.5","04:40:08.80","+03:15:24.8","0.089","Ia"
"PTF12vr","19.5","-19.5","12:27:06.05","+07:30:00.4","0.14","Ia"
"PTF12yc","20.3","-19.2","00:45:11.03","+39:11:21.1","0.17","Ia"
"PTF12zp","18.6","-19","12:30:11.24","+11:44:40.7","0.09","Ia"
"PTF13ai","17","-19.54","12:54:15.74,12:54:15.85","+09:26:25.4,+09:26:25.9","0.0453","Ia"
"PTF13anh","20","-17.21","13:06:50.45","+15:34:32.4","0.0615","Ia"
"PTF13ani","19.7","-19.2","14:07:15.02","+09:03:22.1","0.13","Ia"
"PTF13aol","19.7","-19","15:06:50.87","+01:35:49.1","0.12","Ia"
"PTF13arm","20.8","-19.5","13:12:14.35","+35:39:08.6","0.247","Ia"
"PTF13aro","18.8","-19.11","15:47:32.23","+23:01:26.2","0.0846","Ia"
"PTF13ats","20.9","-18.4","12:11:56.44","+18:25:26.5","0.16","Ia"
"PTF13ayw","18.6","-18.31","15:39:33.52","+32:05:38.2","0.0538","Ia"
"PTF13byn","17.4","-19.1","16:06:25.81","+15:41:35.6","0.045","Ia"
"PTF13cad","20.1","-13.3","23:25:56.27","+13:57:00.9","0.011","Ia"
"PTF13cat","19.6","-18","00:24:23.80","+11:17:30.6","0.09","Ia"
"PTF13cay","18.9","-19","00:00:38.73","+32:11:36.4","0.09","Ia"
"PTF13caz","19.8","-18","23:08:43.36","+04:52:32.8","0.09","Ia"
"PTF13ccc","20","-17","23:15:02.08","+00:04:22.1","0.05","Ia"
"PTF13ccm","18.8","-19","23:20:10.90","+32:07:59.8","0.1","Ia"
"PTF13ccq","19.9","-19.36","01:35:54.60","+00:27:34.3","0.155","Ia"
"PTF13cjh","20.1","-19.8","23:58:07.32","+00:33:40.1","0.21","Ia"
"PTF13ckk","20","-18.7","00:59:02.77","+30:57:14.5","0.12","Ia"
"PTF13cow","19.3","-18.6","23:43:40.45","+01:55:24.2","0.086","Ia"
"PTF13cuv","20.5","-16","01:53:20.32","+35:50:19.3","0.045","Ia"
"PTF13cyy","20","-18.7","01:55:35.91","+16:03:14.4","0.121","Ia"
"PTF13daa","20","-18.78","23:23:37.14","+33:12:44.9","0.125","Ia"
"PTF13das","19.4","-19.05","16:54:52.83","+27:34:36.2","0.108","Ia"
"PTF13dat","19.5","-17.4","16:48:16.49","+27:00:34.3","0.054","Ia"
"PTF13ddi","20.4","-19.29","00:03:17.84","+31:49:12.7","0.188","Ia"
"PTF13dfa","19.1","-18.5","01:49:30.52","+13:59:33.2","0.074","Ia"
"PTF13dfs","19.9","-19.78","00:32:40.12","+08:42:55.0","0.187","Ia"
"PTF13dhp","20","-18.78","22:17:03.36","+13:16:22.4","0.125","Ia"
"PTF13dni","19.3","-19.4","02:05:22.13","+23:23:16.5","0.12","Ia"
"PTF13dnw","20.3","-19.2","02:33:20.99","+26:59:53.2","0.17","Ia"
"PTF13don","20.3","-20","23:44:51.30","+01:41:45.8","0.2","Ia"
"PTF13dqa","20.6","-18.7","01:34:35.69","-00:51:03.9","0.16","Ia"
"PTF13dqc","20.6","-17.1","02:28:36.90","+33:02:13.1","0.076","Ia"
"PTF13dqj","20.6","-17.6","01:24:57.49","+31:34:04.6","0.098","Ia"
"PTF13dym","19.3","-17.076","23:24:30.19","+14:39:04.0","0.04213","Ia"
"PTF13dzm","17.1","-17.13","01:11:17.84","+33:06:44.8","0.0158","Ia"
"PTF13e","17.1","-18","12:13:44.43","+28:38:55.7","0.024","Ia"
"PTF13ebn","19","-18.7","04:29:37.32","+07:04:17.3","0.078","Ia"
"PTF13edc","18.4","-19","05:18:44.47","+02:06:50.5","0.06","Ia"
"PTF13eel","19.4","-19","08:30:15.52","+18:06:27.2","0.09","Ia"
"PTF13efw","19.9","-19.1","07:35:24.82","+44:56:48.0","0.14","Ia"
"PTF13ehy","19.7","-19.2","02:20:47.46","+26:38:58.9","0.13","Ia"
"PTF13eih","20.1","-19.2","09:57:19.99","+58:35:15.8","0.16","Ia"
"PTF13ekv","20.2","-18.3","03:32:41.40","+14:28:50.0","0.11","Ia"
"PTF13i","19.7","-16.2","14:33:37.75","+35:57:52.4","0.034","Ia"
"ROTSE3 J114340.5+485056","18.2","","11:43:40.45","+48:50:56.4","","Ia"
"ROTSE3 J125708.9-172527","17.4","","12:57:08.93","-17:25:27.1","","Ia"
"ROTSE3 J133033.0-313427","16.9","","13:30:33.03","-31:34:26.8","","Ia"
"SMT J00570506-362623","17.8","-19.2","00:57:05.06","-36:26:23.0","0.057","Ia"
"SMT J03253351-5344190","19","-18.1","03:25:33.51","-53:44:19.0","0.059","Ia"
"SMT J21413915-5643445","20","-19.06","21:41:39.15","-56:43:44.5","0.142","Ia"
"SN candidate in PGC066672","17.2","","21:23:21.37","+17:15:18.9","","Ia"
"SN in MACSJ1423","22.8","-19.28","14:23:47.62","+24:04:33.3","0.545","Ia"
"SN Primo","24","-20.31","03:32:38.010,03:32:38.00","-27:46:39.08,-27:46:39.0","1.545","Ia"
"SN2010aa","15.7","-19.17","01:48:43.21","-48:39:00.7","0.0212","Ia"
"SN2010af","17.1","-17.68","11:39:19.3,11:39:19.30","+89:06:06,+89:06:05.7","0.0203","Ia"
"SN2010an","16.4","-18.64","16:17:40.46","+35:00:10.1","0.0295","Ia"
"SN2010at","17.1","-19.26","12:04:59.47","+76:07:52.3","0.0418","Ia Pec"
"SN2010au","16.7","-20.5","09:12:36.39","+34:51:17.0","0.061","Ia"
"SN2010ax","17","-19.79","14:41:53.42","+10:45:01.4","0.0508","Ia"
"SN2010az","17.6","-18.9","12:56:59.62","-17:37:35.5","0.044,0.044","Ia"
"SN2010ba","14.4","","11:58:20.68","+15:20:10.8","","Ia"
"SN2010be","20.2","-19.433","02:19:46.554,02:19:46.55,02:19:46.550,02:19:46.555","-03:12:10.47,-03:12:10.5,-03:12:10.51","0.1834","Ia"
"SN2010bg","20.4","-17.4","10:57:41.331,10:57:41.25,10:57:41.253","+57:36:48.36,+57:36:47.9,+57:36:47.90","0.081,0.081","Ia"
"SN2010bl","16.4","-19.09","12:40:34.92","-20:33:40.8","0.0281","Ia"
"SN2010bn","17.2","-19.7","11:44:55.72","-05:04:44.2","0.053,0.053","Ia"
"SN2010bp","15.3","-17.6","14:12:07.89","-49:23:43.3","0.0097,0.0097","Ia"
"SN2010bu","16.8","-19.4","15:42:58.38","+02:16:52.6","0.039,0.039","Ia"
"SN2010bv","15.9","-16.7","22:14:01.89","-26:55:44.6","0.0086,0.0087","Ia"
"SN2010bw","19.4","-19.3","11:37:56.59","+10:53:38.0","0.12,0.12","Ia"
"SN2010ce","17.7","-19","09:35:30.01","+01:28:31.8","0.06,0.06","Ia"
"SN2010cp","16.8","-17.51","13:00:25.79","-15:17:19.8","0.0164","Ia"
"SN2010cs","19.7","-16.66","14:47:55.78","+19:03:17.7","0.0419","Ia"
"SN2010cy","16.6","-19.6","14:43:42.85","+03:58:16.2","0.0389","Ia"
"SN2010dq","17.3","-17.23","00:15:29.70","+17:19:41.0","0.0181","Ia"
"SN2010dy","17.6","-18.8","16:10:11.03","+00:45:07.5","0.043,0.043","Ia"
"SN2010ec","17","-18.57","01:41:55.93","-13:05:01.6","0.0291","Ia"
"SN2010ed","17.9","-18.8","17:09:24.13","+22:12:48.1","0.049,0.049","Ia"
"SN2010ef","19.1","-19.4","16:28:52.10","+26:22:29.0","0.11,0.11","Ia"
"SN2010eg","","","22:15:42.56,22:15:42.48","-09:20:17.3,-09:20:17.34,-09:20:17.232","0.09,0.09","Ia"
"SN2010ey","16.8","-15","03:41:31.50","-19:54:00.4","0.005,0.005","Ia"
"SN2010fa","21.9","-19.33","14:13:01.87,14:13:01.869,14:13:01.873","+54:27:46.6,+54:27:46.62,+54:27:46.73","0.373,0.37,0.373","Ia"
"SN2010ff","22.705","-17.8","14:09:19.94,14:09:19.92,14:09:19.942,14:09:19.938","+54:15:45.2,+54:15:44.64,+54:15:45.16","0.27,0.27","Ia"
"SN2010fg","22.8","-17.45","12:16:41.554,12:16:41.57,12:16:41.567,12:16:41.553","+46:41:24.09,+46:41:23.9,+46:41:23.94","0.241,0.24,0.241","Ia"
"SN2010fp","22.136","-18.9","12:14:06.504,12:14:06.48,12:14:06.50,12:14:06.501,12:14:06.505","+46:59:32.29,+46:59:32.28,+46:59:32.4,+46:59:32.37","0.35,0.35,0.35","Ia"
"SN2010ft","21.8","-19.7","16:01:15.410,16:01:15.41,16:01:15.408,16:01:15.409","+54:17:53.54,+54:17:53.5,+54:17:53.52","0.42,0.42","Ia"
"SN2010fu","22.6","-19.09","12:21:46.461,12:21:46.46,12:21:46.463","+46:39:13.16,+46:39:13.3,+46:39:13.28,+46:39:13.15","0.459,0.46,0.459","Ia"
"SN2010fy","17.1","-19.6","05:24:52.46","-46:46:37.1","0.049,0.049","Ia"
"SN2010fz","15.4","-17","09:42:04.77","+00:19:51.0","0.0063,0.0063","Ia"
"SN2010G","18.8","-19.79","12:25:10.01","+45:19:43.9","0.115,0.12,0.115","Ia"
"SN2010ga","17.1","-19.9","00:34:43.83","+09:54:36.1","0.057,0.056","Ia"
"SN2010gc","16.8","-20","13:23:06.30","-13:00:18.1","0.06,0.06","Ia"
"SN2010gj","17","-19.1","21:50:54.34","-17:46:09.4","0.037","Ia"
"SN2010gl","15.1","-19","16:31:38.62","+59:37:26.2,+59:37:27.2","0.0188","Ia"
"SN2010gm","17.9","","17:33:20.85,17:33:20.87","+44:06:16.1,+44:06:16.4","","Ia"
"SN2010gv","15.6","","17:58:22.57,17:58:22.56","+50:47:34.3,+50:47:34.0","","Ia"
"SN2010gz","16","-18.56","01:32:51.07","-12:11:21.5","0.0184","Ia"
"SN2010he","16.8","-18.71","02:49:10.81","-14:26:59.8","0.0284","Ia"
"SN2010hg","13.9","-18.6","09:46:13.7,09:46:13.70","-30:27:13,-30:27:13.3","0.0082,0.0082","Ia"
"SN2010hh","17.2","-17.4","17:59:18.38","+45:52:32.2","0.018,0.019","Ia"
"SN2010hj","17.9","-18","21:49:09.84,21:48:09.8","-59:02:23.2,-59:02:23,-59:02:23.28","0.03,0.03","Ia"
"SN2010hk","19.2","-15.82","03:37:52.61","+04:56:52.2","0.0321","Ia"
"SN2010hx","15.2","-17.3","10:28:51.06","-35:36:22.3","0.0093,0.0093","Ia"
"SN2010hz","19.1","-16.18","01:53:41.97","+29:56:04.6","0.0255","Ia"
"SN2010I","18.1","-19","10:12:37.27,10:12:13.27,10:12:13.3","-01:49:00.1,-01:49:00","0.06,0.06","Ia"
"SN2010ia","17.3","-17.2","03:56:56.20","+08:30:45.1","0.018","Ia"
"SN2010it","15.6","-17.8","03:41:57.50","-04:42:21.1","0.0137","Ia"
"SN2010iu","16.7","-20","00:40:02.48","-56:09:29.9","0.04,0.04","Ia"
"SN2010iv","17.4","-20.22","04:03:52.23","-43:25:38.5","0.0742","Ia"
"SN2010ix","18","","01:00:02.49","+41:42:57.6","","Ia"
"SN2010ja","17.9","-16","08:02:28.39","+09:23:40.9","0.0156","Ia"
"SN2010jb","15.7","-19.2","01:04:07.68","-51:08:05.4","0.0256","Ia"
"SN2010jd","17.3","-18.7","03:37:22.20","-33:02:39.7","0.036","Ia"
"SN2010jf","17.7","-17.4","03:40:43.47","+01:03:34.0","0.024","Ia"
"SN2010jm","17.4","-17.6","03:46:03.55","+12:42:15.5","0.022","Ia"
"SN2010jo","17.1","-19.4","00:57:35.61,00:57:35.60","-01:23:33.3,-01:23:33.0","0.045,0.045","Ia"
"SN2010jq","17.1","-17.2","10:36:36.40","-27:28:44.5","0.016","Ia"
"SN2010jx","19.3","-19.2","01:19:42.22","+30:24:49.2","0.11,0.11","Ia"
"SN2010jz","17.9","-19.5","07:17:15.74","+45:23:03.7","0.066,0.066","Ia"
"SN2010ka","19.3","-20.11","03:26:01.99","-00:49:48.0","0.166,0.17,0.166","Ia"
"SN2010ke","17.8","-18.6","00:57:24.62,00:57:24.67","-00:57:51.4,-00:57:51.6","0.042,0.042","Ia"
"SN2010kf","17.5","-18.8","03:36:03.53","+01:06:04.0","0.041","Ia"
"SN2010ki","15.2","","23:16:09.58","-02:14:05.3","","Ia"
"SN2010kl","18.9","-17.1","11:27:17.48,11:27:17.5,11:27:17.52","+03:45:33.3,+03:45:33","0.035,0.035","Ia"
"SN2010kn","17.6","-20","11:50:17.04","+43:57:47.0","0.071,0.073","Ia"
"SN2010kr","18.2","-17.79","10:47:38.17,10:47:38.2","+38:55:24.9,+38:55:25","0.0354","Ia"
"SN2010kt","16.8","-20.1","05:00:39.19","-38:40:46.1","0.053","Ia"
"SN2010kz","17.2","","02:45:37.19","-11:12:39.4","","Ia"
"SN2010L","18.5","-19","02:23:28.78","+05:35:30.6","0.07,0.07","Ia"
"SN2010ld","18.6","","09:04:03.07","+09:05:27.9","","Ia"
"SN2010le","18.3","","00:20:52.21","+33:39:35.5","","Ia"
"SN2010li","19.3","","02:07:02.52","+20:51:13.9","","Ia"
"SN2010lj","19","","08:54:02.21,08:54:02.22","+35:03:11.9","","Ia"
"SN2010lk","17.4","","09:15:14.35","+01:22:16.4","","Ia"
"SN2010ll","18.1","-19.3","04:50:29.81","-10:44:17.0","0.066,0.066","Ia"
"SN2010lm","17","-19.9","10:03:57.35","-27:38:30.3","0.054,0.054","Ia"
"SN2010lp","15.4","-17.86","02:54:03.50","+02:57:43.4","0.0101","Ia"
"SN2010lq","15.6","-19.75","08:32:40.98","-24:02:45.6","0.0264","Ia"
"SN2010lt","17","-17.56","06:06:09.18","+83:50:28.8","0.0184","Ia"
"SN2010lv","16.2","-21","13:19:42.89","-33:15:18.5","0.07,0.07","Ia"
"SN2010lw","20.4","-19.3","13:11:21.57,13:11:21.618","-01:21:41.2","0.189,0.19,0.189","Ia"
"SN2010ly","17.8","-18","03:05:03.56","-19:40:38.8","0.04,0.04","Ia"
"SN2010N","16.7","-18.2","13:09:05.24","+17:04:22.3","0.021,0.021","Ia"
"SN2010R","18.3","-19.4","12:17:10.49","+25:39:58.7","0.078,0.078","Ia"
"SN2010V","15.3","-18.49","14:28:38.46,14:28:38.53","+30:38:09.5,+30:38:09.7","0.0129","Ia"
"SN2011ac","16.7","-19.91","08:43:22.16,08:43:22.15","+10:43:47.6,+10:43:47.5","0.0468","Ia"
"SN2011ad","18.6","-19.5","11:45:59.58","+46:46:50.5","0.092","Ia"
"SN2011ag","17","-18.8","03:12:26.55,03:12:26.54","+19:15:06.4","0.032","Ia"
"SN2011ah","16","-19.4","05:53:50.77","-32:44:44.2","0.027","Ia"
"SN2011ai","17.5","-18.5206","14:29:05.02,14:29:05.01,14:29:04.98","+41:54:42.7,+41:54:42.4","0.035822","Ia"
"SN2011aj","16.2","-18.26","16:50:13.98,16:50:13.97","+55:22:28.0","0.0175","Ia"
"SN2011al","17","-20","10:26:56.21","+18:29:07.4","0.06","Ia"
"SN2011au","18.9","-19.61","09:33:41.55","+30:40:15.8","0.111,0.111","Ia"
"SN2011av","17.1","-19.8","13:36:55.60","+21:57:42.2","0.054","Ia"
"SN2011ax","18.3","-18.9","07:36:09.01","+47:27:15.5","0.062","Ia"
"SN2011ba","19.6","-19.49","08:23:09.06","+16:04:17.0","0.144,0.144","Ia"
"SN2011bb","16.6","","11:35:27.09","-38:00:54.9","","Ia"
"SN2011bc","14.6","-20.19","12:04:32.94,12:04:32.93","+20:12:11.4,+20:12:11.3","0.0204","Ia"
"SN2011be","16.9","-19.06","09:22:52.62,09:22:52.6,09:22:52.61,09:22:52.56","+21:59:15.7,+21:59:16,+21:59:15.6,+21:59:15.72","0.0348","Ia"
"SN2011bf","16","-18","13:49:03.23","-28:03:59.6,-28:03:59.5","0.014","Ia"
"SN2011bk","15.8","","16:20:34.75,16:20:34.82","+21:12:08.2,+21:12:08.3","","Ia"
"SN2011bt","19.1","-19.47","12:52:55.22","+07:46:51.7","0.114,0.114","Ia"
"SN2011bw","19.2","-18.8","15:35:58.75","+21:18:42.8","0.089","Ia"
"SN2011bz","17.4","-18.13","14:04:43.75,14:04:43.8,14:04:44.52,14:04:43.68","-09:43:04.7,-09:43:05,-09:43:16.0,-09:43:04.692","0.0286","Ia"
"SN2011C","19","-16.21","11:17:54.88","-02:05:45.2","0.0247","Ia"
"SN2011cg","15.7","","14:59:09.25","+07:18:04.2","","Ia"
"SN2011ch","16.2","","13:02:54.31","+49:52:29.1","","Ia"
"SN2011ci","17.5","-19.3","10:18:00.41,10:18:00.40","-02:32:41.4","0.0511","Ia"
"SN2011cm","18.1","-18","17:14:19.18","+43:59:55.2","0.03","Ia"
"SN2011cn","19","-19","13:55:31.54","-02:30:00.5","0.09","Ia"
"SN2011cr","17.9","-19","22:04:51.77","+12:46:13.0","0.05","Ia"
"SN2011ct","19.5","-19","15:06:34.40","-10:19:36.5","0.11,0.11","Ia"
"SN2011cx","18.6","-19.9","12:14:22.16","+33:55:09.5","0.11,0.11","Ia"
"SN2011di","14.7","-19.37","18:43:59.06,18:43:59.00","-61:59:46.3,-61:59:46.0","0.0147","Ia"
"SN2011dj","15.1","-19.48","13:07:06.69","-01:10:44.0","0.0185","Ia"
"SN2011do","14.8","-19.76","04:25:47.56","-67:48:40.7","0.0184","Ia"
"SN2011dp","16","-18.54","01:45:24.77","-03:49:35.3,-03:49:35.2","0.0182","Ia"
"SN2011dv","18.5","-17.23","16:12:04.62,16:12:04.61","+14:12:33.2","0.0313","Ia"
"SN2011ea","19.2","-19.21","12:27:36.38","+04:09:49.5","0.106,0.106","Ia"
"SN2011eb","15.1","-19.68","01:57:36.58","-57:48:00.8","0.0203","Ia"
"SN2011ec","17","-19.04","22:41:37.57,22:41:37.50","-57:36:08.8,-57:36:08.0","0.0362","Ia"
"SN2011ed","15","-19.58","19:15:34.34,19:15:34.35","-54:37:39.5,-54:37:39.6","0.0185","Ia"
"SN2011el","17.6","-19.1","03:00:18.2","+05:49:25,+05:49:24.9","0.048","Ia"
"SN2011em","16.2","-18.95","13:27:13.19,13:27:13.18","+55:29:17.4,+55:29:17.3","0.0241","Ia"
"SN2011eq","19","-20.7","21:17:59.27","-02:37:22.8","0.19,0.19","Ia"
"SN2011er","20.2","-18.5","15:49:50.65","+14:49:30.1","0.12,0.12","Ia"
"SN2011et","18.8","-19","15:30:01.40","+24:52:29.1","0.09","Ia"
"SN2011ex","17.6","-19","15:48:51.75","+62:57:48.9","0.04","Ia"
"SN2011ez","18.9","-19","12:42:42.43","+00:33:54.0","0.08","Ia"
"SN2011fc","17.8","-19","23:01:36.38","+32:20:06.9","0.05","Ia"
"SN2011fg","16.6","-19.9","23:23:20.59","+16:47:41.3","0.045","Ia Pec"
"SN2011fk","15.8","-18.96","00:54:42.06","+36:45:51.4","0.0201","Ia"
"SN2011fm","16.4","-19.06","19:06:50.17,19:06:50.16","-61:41:57.7","0.0277","Ia"
"SN2011fn","17.9","-15.68","06:48:34.96,06:48:34.95","-64:15:54.5","0.0117","Ia"
"SN2011fp","17.8","-16.73","00:15:25.61","+17:19:11.9,+17:19:11.8","0.0181","Ia"
"SN2011fw","16.8","-17.57","03:20:54.24","+37:52:05.3","0.0168","Ia"
"SN2011G","18.7","-16.64","12:09:41.81","+56:31:11.4","0.0263","Ia"
"SN2011ga","17.9","-18.33","22:40:27.42","+03:11:58.0","0.0394","Ia"
"SN2011gb","15.7","-18.3","01:33:42.94,01:33:42.93","+34:48:37.1,+34:48:37.0","0.014","Ia"
"SN2011gg","16.9","-20.1","00:46:21.08,00:46:21.07","-09:09:27.7","0.055","Ia"
